description,word_no,valence_mean,valence_sd,arousal_mean,arousal_sd,dominance_mean,dominance_sd,word_frequency
spider,610,3.3300000000000001,1.72,5.71,2.21,4.75,2.1099999999999999,2
stagnant,994,4.1500000000000004,1.5700000000000001,3.9300000000000002,1.9399999999999999,4.71,1.3600000000000001,5
starving,611,2.3900000000000001,1.8200000000000001,5.6100000000000003,2.5299999999999998,3.6299999999999999,2.1000000000000001,6
stench,996,2.1899999999999999,1.3700000000000001,4.3600000000000003,2.46,4.29,1.9099999999999999,1
stink,411,3.0,1.79,4.2599999999999998,2.1000000000000001,4.1600000000000001,1.98,3
stupid,415,2.3100000000000001,1.3700000000000001,4.7199999999999998,2.71,2.98,2.1800000000000002,24
suffocate,418,1.5600000000000001,0.95999999999999996,6.0300000000000002,3.1899999999999999,3.4399999999999999,2.8100000000000001,1
surgery,612,2.8599999999999999,2.1899999999999999,6.3499999999999996,2.3199999999999998,2.75,1.8600000000000001,6
suspicious,423,3.7599999999999998,1.4199999999999999,6.25,1.5900000000000001,4.4699999999999998,1.99,13
syphilis,425,1.6799999999999999,1.23,5.6900000000000004,3.25,3.3300000000000001,2.6699999999999999,.
tamper,1006,4.0999999999999996,1.8799999999999999,4.9500000000000002,2.0099999999999998,4.5800000000000001,2.1000000000000001,1
termite,429,3.5800000000000001,2.0800000000000001,5.3899999999999997,2.4300000000000002,3.8700000000000001,1.8700000000000001,.
terrible,430,1.9299999999999999,1.4399999999999999,6.2699999999999996,2.4399999999999999,3.5800000000000001,2.3399999999999999,45
thorn,436,3.6400000000000001,1.76,5.1399999999999997,2.1400000000000001,4.4500000000000002,1.5,3
timid,440,3.8599999999999999,1.55,4.1100000000000003,2.0899999999999999,3.0899999999999999,1.9099999999999999,5
tobacco,441,3.2799999999999998,2.1600000000000001,4.8300000000000001,2.8999999999999999,4.0800000000000001,2.27,19
tomb,442,2.9399999999999999,1.8799999999999999,4.7300000000000004,2.7200000000000002,3.7200000000000002,2.0499999999999998,11
toothache,443,1.98,1.1499999999999999,5.5499999999999998,2.5099999999999998,3.8999999999999999,1.8500000000000001,.
torture,445,1.5600000000000001,0.79000000000000004,6.0999999999999996,2.77,3.3300000000000001,2.3700000000000001,3
tragedy,447,1.78,1.3100000000000001,6.2400000000000002,2.6400000000000001,3.5,2.3399999999999999,49
traitor,448,2.2200000000000002,1.6899999999999999,5.7800000000000002,2.4700000000000002,4.6100000000000003,2.71,2
trash,615,2.6699999999999999,1.45,4.1600000000000001,2.1600000000000001,5.2400000000000002,1.8500000000000001,2
trauma,616,2.1000000000000001,1.49,6.3300000000000001,2.4500000000000002,2.8399999999999999,1.8700000000000001,1
troubled,455,2.1699999999999999,1.21,5.9400000000000004,2.3599999999999999,3.9100000000000001,2.3300000000000001,31
ugly,460,2.4300000000000002,1.27,5.3799999999999999,2.23,4.2599999999999998,2.3300000000000001,21
ulcer,461,1.78,1.1699999999999999,6.1200000000000001,2.6800000000000002,4.1699999999999999,2.2200000000000002,5
unfaithful,462,2.0499999999999998,1.55,6.2000000000000002,2.7000000000000002,3.02,2.54,1
unhappy,463,1.5700000000000001,0.95999999999999996,4.1799999999999997,2.5,3.3399999999999999,2.3500000000000001,26
upset,465,2.0,1.1799999999999999,5.8600000000000003,2.3999999999999999,4.0800000000000001,2.3100000000000001,14
urine,617,3.25,1.71,4.2000000000000002,2.1800000000000002,5.2400000000000002,1.8600000000000001,1
useless,467,2.1299999999999999,1.4199999999999999,4.8700000000000001,2.5800000000000001,3.9199999999999999,2.6200000000000001,17
venom,474,2.6800000000000002,1.8100000000000001,6.0800000000000001,2.4399999999999999,3.9399999999999999,2.23,2
victim,618,2.1800000000000002,1.48,6.0599999999999996,2.3199999999999998,2.6899999999999999,2.04,27
vomit,481,2.0600000000000001,1.5700000000000001,5.75,2.8399999999999999,3.5800000000000001,2.4500000000000002,3
wasp,484,3.3700000000000001,1.6299999999999999,5.5,2.1699999999999999,3.7599999999999998,1.8200000000000001,2
waste,485,2.9300000000000002,1.76,4.1399999999999997,2.2999999999999998,4.7199999999999998,1.9399999999999999,35
weapon,489,3.9700000000000002,1.9199999999999999,6.0300000000000002,1.8899999999999999,5.1900000000000004,2.6099999999999999,42
weary,490,3.79,2.1200000000000001,3.8100000000000001,2.29,4.0,1.9099999999999999,17
whore,492,2.2999999999999998,2.1099999999999999,5.8499999999999996,2.9300000000000002,4.6100000000000003,2.73,2
wicked,493,2.96,2.3700000000000001,6.0899999999999999,2.4399999999999999,4.3600000000000003,2.6499999999999999,9
wounds,620,2.5099999999999998,1.5800000000000001,5.8200000000000003,2.0099999999999998,3.9199999999999999,1.5700000000000001,8
