description,word_no,valence_mean,valence_sd,arousal_mean,arousal_sd,dominance_mean,dominance_sd,word_frequency
song,987,7.0999999999999996,1.97,6.0700000000000003,2.4199999999999999,5.8499999999999996,2.1200000000000001,70
soothe,988,7.2999999999999998,1.8500000000000001,4.4000000000000004,3.0800000000000001,5.3600000000000003,2.2400000000000002,2
space,574,6.7800000000000002,1.6599999999999999,5.1399999999999997,2.54,5.2000000000000002,2.4399999999999999,184
spirit,406,7.0,1.3200000000000001,5.5599999999999996,2.6200000000000001,5.8200000000000003,2.4199999999999999,182
spouse,407,7.5800000000000001,1.48,5.21,2.75,5.5300000000000002,1.97,3
spring,993,7.7599999999999998,1.51,5.6699999999999999,2.5099999999999998,6.2599999999999998,1.98,127
star,409,7.2699999999999996,1.6599999999999999,5.8300000000000001,2.4399999999999999,4.6799999999999997,2.1499999999999999,25
strong,414,7.1100000000000003,1.48,5.9199999999999999,2.2799999999999998,6.9199999999999999,2.4300000000000002,202
success,417,8.2899999999999991,0.93000000000000005,6.1100000000000003,2.6499999999999999,6.8899999999999997,2.3999999999999999,93
sugar,1002,6.7400000000000002,1.73,5.6399999999999997,2.1800000000000002,5.5,1.5,34
sun,532,7.5499999999999998,1.8500000000000001,5.04,2.6600000000000001,6.1600000000000001,2.0899999999999999,112
sunlight,1003,7.7599999999999998,1.4299999999999999,6.0999999999999996,2.2999999999999998,5.6299999999999999,2.1499999999999999,17
sunrise,420,7.8600000000000003,1.3500000000000001,5.0599999999999996,3.0499999999999998,5.29,2.4100000000000001,10
sunset,421,7.6799999999999997,1.72,4.2000000000000002,2.9900000000000002,5.6600000000000001,2.0800000000000001,14
talent,427,7.5599999999999996,1.25,6.2699999999999996,1.8,6.4900000000000002,1.75,40
taste,1007,6.6600000000000001,1.5700000000000001,5.2199999999999998,2.3799999999999999,5.5,1.6499999999999999,59
tender,1011,6.9299999999999997,1.28,4.8799999999999999,2.2999999999999998,5.3300000000000001,1.75,11
terrific,431,8.1600000000000001,1.1200000000000001,6.2300000000000004,2.73,6.5999999999999996,2.1499999999999999,5
thankful,433,6.8899999999999997,2.29,4.3399999999999999,2.3100000000000001,5.3200000000000003,2.0,6
thoughtful,437,7.6500000000000004,1.03,5.7199999999999998,2.2999999999999998,5.6100000000000003,2.1099999999999999,11
toy,1017,7.0,2.0099999999999998,5.1100000000000003,2.8399999999999999,6.0899999999999999,1.8400000000000001,4
travel,1018,7.0999999999999996,2.0,6.21,2.5099999999999998,6.3099999999999996,2.0800000000000001,61
treasure,449,8.2699999999999996,0.90000000000000002,6.75,2.2999999999999998,6.3600000000000003,2.4199999999999999,4
treat,1019,7.3600000000000003,1.3799999999999999,5.6200000000000001,2.25,5.7800000000000002,1.8200000000000001,26
triumph,451,7.7999999999999998,1.8300000000000001,5.7800000000000002,2.6000000000000001,6.9800000000000004,2.2000000000000002,22
trophy,453,7.7800000000000002,1.22,5.3899999999999997,2.4399999999999999,6.4400000000000004,2.3199999999999998,8
trust,457,6.6799999999999997,2.71,5.2999999999999998,2.6600000000000001,6.6100000000000003,2.04,52
truth,458,7.7999999999999998,1.29,5.0,2.77,6.4699999999999998,2.1099999999999999,126
tune,1021,6.9299999999999997,1.47,4.71,2.0899999999999999,5.7400000000000002,1.8200000000000001,10
twilight,1022,7.2300000000000004,1.8,4.7000000000000002,2.4100000000000001,5.5899999999999999,1.8200000000000001,4
untroubled,464,7.6200000000000001,1.4099999999999999,3.8900000000000001,2.54,5.5300000000000002,2.54,.
useful,466,7.1399999999999997,1.6000000000000001,4.2599999999999998,2.4700000000000002,5.9299999999999997,2.1000000000000001,58
vacation,468,8.1600000000000001,1.3600000000000001,5.6399999999999997,2.9900000000000002,6.7999999999999998,2.0800000000000001,47
valentine,469,8.1099999999999994,1.3500000000000001,6.0599999999999996,2.9100000000000001,5.8099999999999996,2.4500000000000002,2
victory,475,8.3200000000000003,1.1599999999999999,6.6299999999999999,2.8399999999999999,7.2599999999999998,2.1400000000000001,61
vigorous,476,6.79,1.54,5.9000000000000004,2.6600000000000001,5.4100000000000001,2.2200000000000002,29
vision,480,6.6200000000000001,1.8400000000000001,4.6600000000000001,2.4300000000000002,6.0199999999999996,1.96,56
warmth,483,7.4100000000000001,1.8100000000000001,3.73,2.3999999999999999,5.6100000000000003,1.6699999999999999,28
water,486,6.6100000000000003,1.78,4.9699999999999998,2.4900000000000002,5.0800000000000001,1.99,442
waterfall,487,7.8799999999999999,1.03,5.3700000000000001,2.8399999999999999,5.2000000000000002,2.1800000000000002,2
wealthy,488,7.7000000000000002,1.3400000000000001,5.7999999999999998,2.73,6.7699999999999996,2.5699999999999998,12
wedding,491,7.8200000000000003,1.5600000000000001,5.9699999999999998,2.8500000000000001,6.6799999999999997,2.0800000000000001,32
wink,1033,6.9299999999999997,1.8300000000000001,5.4400000000000004,2.6800000000000002,5.7000000000000002,1.77,7
wise,497,7.5199999999999996,1.23,3.9100000000000001,2.6400000000000001,6.7000000000000002,2.3900000000000001,36
wish,1034,7.0899999999999999,2.0,5.1600000000000001,2.6200000000000001,5.2800000000000002,2.0899999999999999,110
wit,1035,7.3200000000000003,1.8999999999999999,5.4199999999999999,2.4399999999999999,6.3799999999999999,2.0099999999999998,20
woman,498,6.6399999999999997,1.76,5.3200000000000003,2.5899999999999999,6.3300000000000001,1.52,224
yacht,1037,6.9500000000000002,1.79,5.6100000000000003,2.7200000000000002,6.0999999999999996,2.1299999999999999,4
young,1038,6.8899999999999997,2.1200000000000001,5.6399999999999997,2.5099999999999998,5.2999999999999998,2.4900000000000002,385
youth,1039,6.75,2.29,5.6699999999999999,2.52,5.1100000000000003,2.5499999999999998,82
zest,1040,6.79,2.04,5.5899999999999999,2.6600000000000001,6.0,1.99,5
